log,lat,lon
0.35928,87,95.703
0.088852,86,95.803
0.34168,85,95.902
0.54867,84,96
0.46055,83,96.097
0.64545,82,96.192
0.51352,81,96.286
0.81443,80,96.379
0.097183,79,96.47
0.46371,78,96.561
0.58982,77,96.65
0.18717,76,96.738
0.61133,75,96.825
0.051942,74,96.91
0.57573,73,96.994
0.84234,72,97.077
0.49973,71,97.159
0.43902,70,97.24
0.14906,69,97.319
0.028279,68,97.397
0.75667,67,97.474
0.79611,66,97.55
0.29356,65,97.625
0.11521,64,97.698
0.37509,63,97.77
0.82889,62,97.841
0.84178,61,97.911
0.66524,60,97.98
0.96014,59,98.047
0.94312,58,98.113
0.1127,57,98.178
0.64829,56,98.242
0.4808,55,98.305
0.066521,54,98.367
0.89777,53,98.427
0.49723,52,98.486
0.7713,51,98.544
0.060362,50,98.601
0.26246,49,98.657
0.65107,48,98.712
0.1336,47,98.765
0.63855,46,98.817
0.38494,45,98.869
0.7657,44,98.919
0.65292,43,98.967
0.38149,42,99.015
0.30002,41,99.062
0.34014,40,99.107
0.91893,39,99.151
0.45627,38,99.195
0.4425,37,99.237
0.45419,36,99.277
0.94528,35,99.317
0.21912,34,99.356
0.8824,33,99.393
0.019875,32,99.429
0.34176,31,99.465
0.76603,30,99.499
0.3428,29,99.532
0.61881,28,99.563
0.45302,27,99.594
0.010163,26,99.624
0.59908,25,99.652
0.60157,24,99.679
0.64942,23,99.706
0.34272,22,99.731
0.4933,21,99.755
0.70177,20,99.778
0.8878,19,99.799
0.055058,18,99.82
0.098362,17,99.839
0.64978,16,99.858
0.76407,15,99.875
0.98796,14,99.891
0.12532,13,99.906
0.36448,12,99.92
0.67623,11,99.933
0.37576,10,99.944
0.86346,9,99.955
0.29198,8,99.964
0.13347,7,99.973
0.67265,6,99.98
0.20258,5,99.986
0.86852,4,99.991
0.75116,3,99.995
0.41938,2,99.998
0.00023107,1,99.999
0.14946,0,100
0.99704,0,100
0.0043926,-1,99.999
0.54261,-2,99.998
0.86135,-3,99.995
0.90914,-4,99.991
0.84535,-5,99.986
0.87887,-6,99.98
0.74618,-7,99.973
0.11749,-8,99.964
0.50902,-9,99.955
0.16883,-10,99.944
0.83111,-11,99.933
0.92801,-12,99.92
0.16948,-13,99.906
0.88374,-14,99.891
0.38786,-15,99.875
0.38257,-16,99.858
0.27145,-17,99.839
0.86788,-18,99.82
0.7415,-19,99.799
0.44787,-20,99.778
0.70964,-21,99.755
0.94433,-22,99.731
0.17412,-23,99.706
0.2446,-24,99.679
0.64093,-25,99.652
0.80861,-26,99.624
0.85337,-27,99.594
0.39812,-28,99.563
0.11549,-29,99.532
0.080281,-30,99.499
0.36047,-31,99.465
0.82891,-32,99.429
0.21461,-33,99.393
0.79104,-34,99.356
0.65469,-35,99.317
0.026146,-36,99.277
0.78578,-37,99.237
0.92256,-38,99.195
0.49231,-39,99.151
0.83401,-40,99.107
0.13135,-41,99.062
0.75978,-42,99.015
0.92574,-43,98.967
0.83271,-44,98.919
0.2594,-45,98.869
0.21302,-46,98.817
0.52231,-47,98.765
0.39736,-48,98.712
0.47911,-49,98.657
0.9939,-50,98.601
0.60448,-51,98.544
0.94491,-52,98.486
0.49044,-53,98.427
0.43795,-54,98.367
0.77266,-55,98.305
0.74407,-56,98.242
0.4429,-57,98.178
0.053,-58,98.113
0.087822,-59,98.047
0.79799,-60,97.98
0.65558,-61,97.911
0.032336,-62,97.841
0.55707,-63,97.77
0.7198,-64,97.698
0.11041,-65,97.625
0.21665,-66,97.55
0.81102,-67,97.474
0.13866,-68,97.397
0.8819,-69,97.319
0.92356,-70,97.24
0.012756,-71,97.159
0.37716,-72,97.077
0.16781,-73,96.994
0.54022,-74,96.91
0.10166,-75,96.825
0.039268,-76,96.738
0.93323,-77,96.65
0.97159,-78,96.561
0.36093,-79,96.47
0.64421,-80,96.379
0.067947,-81,96.286
0.20791,-82,96.192
0.039604,-83,96.097
0.46936,-84,96
0.1501,-85,95.902
0.99131,-86,95.803
0.42706,-87,95.703
0.95537,-88,95.601
0.72425,-89,95.498
0.58089,-90,95.394
0.54026,-91,95.288
0.70544,-92,95.182
0.0050289,-93,95.074
0.78252,-94,94.964
0.92686,-95,94.854
0.0082957,-96,94.742
0.82463,-97,94.629
0.76734,-98,94.514
0.99714,-99,94.398
0.22765,-100,94.281
0.91954,-101,94.162
0.642,-102,94.043
0.10532,-103,93.921
0.26816,-104,93.799
0.76384,-105,93.675
0.80551,-106,93.55
0.10425,-107,93.423
0.46976,-108,93.295
0.21906,-109,93.166
0.92271,-110,93.035
0.32032,-111,92.903
0.85754,-112,92.77
0.25985,-113,92.635
0.87806,-114,92.499
0.18827,-115,92.361
0.75919,-116,92.222
0.031689,-117,92.081
0.64234,-118,91.94
0.56687,-119,91.796
0.37641,-120,91.652
0.21255,-121,91.505
0.79216,-122,91.358
0.14544,-123,91.209
0.48914,-124,91.058
0.012846,-125,90.906
0.18661,-126,90.752
0.48523,-127,90.597
0.83823,-128,90.441
0.14106,-129,90.283
0.73222,-130,90.123
0.69107,-131,89.962
0.034493,-132,89.8
0.48886,-133,89.636
0.97139,-134,89.47
0.11245,-135,89.303
0.74321,-136,89.134
0.63854,-137,88.964
0.59418,-138,88.792
0.49862,-139,88.618
0.56785,-140,88.443
0.4265,-141,88.267
0.076239,-142,88.088
0.29059,-143,87.908
0.56134,-144,87.727
0.63333,-145,87.544
0.93078,-146,87.359
0.97777,-147,87.172
0.093597,-148,86.984
0.66173,-149,86.794
0.60277,-150,86.603
0.47382,-151,86.409
0.35626,-152,86.214
0.47558,-153,86.017
0.67102,-154,85.819
0.95965,-155,85.619
0.089084,-156,85.417
0.79774,-157,85.213
0.59078,-158,85.007
0.9122,-159,84.8
0.10113,-160,84.591
0.29329,-161,84.379
0.051588,-162,84.167
0.50413,-163,83.952
0.76838,-164,83.735
0.28299,-165,83.516
0.22536,-166,83.296
0.33129,-167,83.074
0.45325,-168,82.849
0.73738,-169,82.623
0.50989,-170,82.395
0.38251,-171,82.164
0.90548,-172,81.932
0.96526,-173,81.698
0.62827,-174,81.462
0.13203,-175,81.223
0.6183,-176,80.983
0.38302,-177,80.74
0.99119,-178,80.496
0.28683,-179,80.249
0.70619,-180,80
0.53521,-181,79.749
0.19321,-182,79.496
0.68944,-183,79.24
0.050455,-184,78.982
0.18443,-185,78.722
0.045658,-186,78.46
0.88504,-187,78.196
0.83979,-188,77.929
0.11816,-189,77.66
0.41041,-190,77.388
0.12023,-191,77.114
0.57209,-192,76.837
0.94939,-193,76.559
0.25639,-194,76.277
0.98987,-195,75.993
0.34981,-196,75.707
0.20852,-197,75.418
0.66583,-198,75.127
0.97334,-199,74.832
0.6227,-200,74.536
0.063538,-201,74.236
0.37351,-202,73.934
0.16625,-203,73.629
0.23128,-204,73.321
0.052209,-205,73.011
0.90176,-206,72.697
0.79329,-207,72.381
0.37301,-208,72.062
0.83205,-209,71.739
0.75383,-210,71.414
0.62186,-211,71.086
0.39409,-212,70.755
0.35928,-213,70.42
0.088852,-214,70.082
0.34168,-215,69.742
0.54867,-216,69.397
0.46055,-217,69.05
0.64545,-218,68.699
0.51352,-219,68.345
0.81443,-220,67.987
0.097183,-221,67.626
0.46371,-222,67.261
0.58982,-223,66.892
0.18717,-224,66.52
0.61133,-225,66.144
0.051942,-226,65.764
0.57573,-227,65.38
0.84234,-228,64.992
0.49973,-229,64.6
0.43902,-230,64.205
0.14906,-231,63.804
0.028279,-232,63.4
0.75667,-233,62.991
0.79611,-234,62.578
0.29356,-235,62.16
0.11521,-236,61.738
0.37509,-237,61.311
0.82889,-238,60.879
0.84178,-239,60.442
0.66524,-240,60
0.96014,-241,59.553
0.94312,-242,59.101
0.1127,-243,58.643
0.64829,-244,58.18
0.4808,-245,57.711
0.066521,-246,57.236
0.89777,-247,56.756
0.49723,-248,56.269
0.7713,-249,55.776
0.060362,-250,55.277
0.26246,-251,54.771
0.65107,-252,54.259
0.1336,-253,53.739
0.63855,-254,53.212
0.38494,-255,52.678
0.7657,-256,52.137
0.65292,-257,51.587
0.38149,-258,51.029
0.30002,-259,50.463
0.34014,-260,49.889
0.91893,-261,49.305
0.45627,-262,48.712
0.4425,-263,48.11
0.45419,-264,47.497
0.94528,-265,46.875
0.21912,-266,46.241
0.8824,-267,45.596
0.019875,-268,44.939
0.34176,-269,44.271
0.76603,-270,43.589
0.3428,-271,42.894
0.61881,-272,42.185
0.45302,-273,41.461
0.010163,-274,40.721
0.59908,-275,39.965
0.60157,-276,39.192
0.64942,-277,38.4
0.34272,-278,37.588
0.4933,-279,36.756
0.70177,-280,35.901
0.8878,-281,35.022
0.055058,-282,34.117
0.098362,-283,33.185
0.64978,-284,32.221
0.76407,-285,31.225
0.98796,-286,30.192
0.12532,-287,29.119
0.36448,-288,28
0.67623,-289,26.831
0.37576,-290,25.604
0.86346,-291,24.31
0.29198,-292,22.94
0.13347,-293,21.476
0.67265,-294,19.9
0.20258,-295,18.181
0.86852,-296,16.275
0.75116,-297,14.107
0.41938,-298,11.528
0.00023107,-299,8.1582
0.14946,-300,0
0.99704,-300,-0
0.0043926,-299,-8.1582
0.54261,-298,-11.528
0.86135,-297,-14.107
0.90914,-296,-16.275
0.84535,-295,-18.181
0.87887,-294,-19.9
0.74618,-293,-21.476
0.11749,-292,-22.94
0.50902,-291,-24.31
0.16883,-290,-25.604
0.83111,-289,-26.831
0.92801,-288,-28
0.16948,-287,-29.119
0.88374,-286,-30.192
0.38786,-285,-31.225
0.38257,-284,-32.221
0.27145,-283,-33.185
0.86788,-282,-34.117
0.7415,-281,-35.022
0.44787,-280,-35.901
0.70964,-279,-36.756
0.94433,-278,-37.588
0.17412,-277,-38.4
0.2446,-276,-39.192
0.64093,-275,-39.965
0.80861,-274,-40.721
0.85337,-273,-41.461
0.39812,-272,-42.185
0.11549,-271,-42.894
0.080281,-270,-43.589
0.36047,-269,-44.271
0.82891,-268,-44.939
0.21461,-267,-45.596
0.79104,-266,-46.241
0.65469,-265,-46.875
0.026146,-264,-47.497
0.78578,-263,-48.11
0.92256,-262,-48.712
0.49231,-261,-49.305
0.83401,-260,-49.889
0.13135,-259,-50.463
0.75978,-258,-51.029
0.92574,-257,-51.587
0.83271,-256,-52.137
0.2594,-255,-52.678
0.21302,-254,-53.212
0.52231,-253,-53.739
0.39736,-252,-54.259
0.47911,-251,-54.771
0.9939,-250,-55.277
0.60448,-249,-55.776
0.94491,-248,-56.269
0.49044,-247,-56.756
0.43795,-246,-57.236
0.77266,-245,-57.711
0.74407,-244,-58.18
0.4429,-243,-58.643
0.053,-242,-59.101
0.087822,-241,-59.553
0.79799,-240,-60
0.65558,-239,-60.442
0.032336,-238,-60.879
0.55707,-237,-61.311
0.7198,-236,-61.738
0.11041,-235,-62.16
0.21665,-234,-62.578
0.81102,-233,-62.991
0.13866,-232,-63.4
0.8819,-231,-63.804
0.92356,-230,-64.205
0.012756,-229,-64.6
0.37716,-228,-64.992
0.16781,-227,-65.38
0.54022,-226,-65.764
0.10166,-225,-66.144
0.039268,-224,-66.52
0.93323,-223,-66.892
0.97159,-222,-67.261
0.36093,-221,-67.626
0.64421,-220,-67.987
0.067947,-219,-68.345
0.20791,-218,-68.699
0.039604,-217,-69.05
0.46936,-216,-69.397
0.1501,-215,-69.742
0.99131,-214,-70.082
0.42706,-213,-70.42
0.95537,-212,-70.755
0.72425,-211,-71.086
0.58089,-210,-71.414
0.54026,-209,-71.739
0.70544,-208,-72.062
0.0050289,-207,-72.381
0.78252,-206,-72.697
0.92686,-205,-73.011
0.0082957,-204,-73.321
0.82463,-203,-73.629
0.76734,-202,-73.934
0.99714,-201,-74.236
0.22765,-200,-74.536
0.91954,-199,-74.832
0.642,-198,-75.127
0.10532,-197,-75.418
0.26816,-196,-75.707
0.76384,-195,-75.993
0.80551,-194,-76.277
0.10425,-193,-76.559
0.46976,-192,-76.837
0.21906,-191,-77.114
0.92271,-190,-77.388
0.32032,-189,-77.66
0.85754,-188,-77.929
0.25985,-187,-78.196
0.87806,-186,-78.46
0.18827,-185,-78.722
0.75919,-184,-78.982
0.031689,-183,-79.24
0.64234,-182,-79.496
0.56687,-181,-79.749
0.37641,-180,-80
0.21255,-179,-80.249
0.79216,-178,-80.496
0.14544,-177,-80.74
0.48914,-176,-80.983
0.012846,-175,-81.223
0.18661,-174,-81.462
0.48523,-173,-81.698
0.83823,-172,-81.932
0.14106,-171,-82.164
0.73222,-170,-82.395
0.69107,-169,-82.623
0.034493,-168,-82.849
0.48886,-167,-83.074
0.97139,-166,-83.296
0.11245,-165,-83.516
0.74321,-164,-83.735
0.63854,-163,-83.952
0.59418,-162,-84.167
0.49862,-161,-84.379
0.56785,-160,-84.591
0.4265,-159,-84.8
0.076239,-158,-85.007
0.29059,-157,-85.213
0.56134,-156,-85.417
0.63333,-155,-85.619
0.93078,-154,-85.819
0.97777,-153,-86.017
0.093597,-152,-86.214
0.66173,-151,-86.409
0.60277,-150,-86.603
0.47382,-149,-86.794
0.35626,-148,-86.984
0.47558,-147,-87.172
0.67102,-146,-87.359
0.95965,-145,-87.544
0.089084,-144,-87.727
0.79774,-143,-87.908
0.59078,-142,-88.088
0.9122,-141,-88.267
0.10113,-140,-88.443
0.29329,-139,-88.618
0.051588,-138,-88.792
0.50413,-137,-88.964
0.76838,-136,-89.134
0.28299,-135,-89.303
0.22536,-134,-89.47
0.33129,-133,-89.636
0.45325,-132,-89.8
0.73738,-131,-89.962
0.50989,-130,-90.123
0.38251,-129,-90.283
0.90548,-128,-90.441
0.96526,-127,-90.597
0.62827,-126,-90.752
0.13203,-125,-90.906
0.6183,-124,-91.058
0.38302,-123,-91.209
0.99119,-122,-91.358
0.28683,-121,-91.505
0.70619,-120,-91.652
0.53521,-119,-91.796
0.19321,-118,-91.94
0.68944,-117,-92.081
0.050455,-116,-92.222
0.18443,-115,-92.361
0.045658,-114,-92.499
0.88504,-113,-92.635
0.83979,-112,-92.77
0.11816,-111,-92.903
0.41041,-110,-93.035
0.12023,-109,-93.166
0.57209,-108,-93.295
0.94939,-107,-93.423
0.25639,-106,-93.55
0.98987,-105,-93.675
0.34981,-104,-93.799
0.20852,-103,-93.921
0.66583,-102,-94.043
0.97334,-101,-94.162
0.6227,-100,-94.281
0.063538,-99,-94.398
0.37351,-98,-94.514
0.16625,-97,-94.629
0.23128,-96,-94.742
0.052209,-95,-94.854
0.90176,-94,-94.964
0.79329,-93,-95.074
0.37301,-92,-95.182
0.83205,-91,-95.288
0.75383,-90,-95.394
0.62186,-89,-95.498
0.39409,-88,-95.601
0.35928,-87,-95.703
0.088852,-86,-95.803
0.34168,-85,-95.902
0.54867,-84,-96
0.46055,-83,-96.097
0.64545,-82,-96.192
0.51352,-81,-96.286
0.81443,-80,-96.379
0.097183,-79,-96.47
0.46371,-78,-96.561
0.58982,-77,-96.65
0.18717,-76,-96.738
0.61133,-75,-96.825
0.051942,-74,-96.91
0.57573,-73,-96.994
0.84234,-72,-97.077
0.49973,-71,-97.159
0.43902,-70,-97.24
0.14906,-69,-97.319
0.028279,-68,-97.397
0.75667,-67,-97.474
0.79611,-66,-97.55
0.29356,-65,-97.625
0.11521,-64,-97.698
0.37509,-63,-97.77
0.82889,-62,-97.841
0.84178,-61,-97.911
0.66524,-60,-97.98
0.96014,-59,-98.047
0.94312,-58,-98.113
0.1127,-57,-98.178
0.64829,-56,-98.242
0.4808,-55,-98.305
0.066521,-54,-98.367
0.89777,-53,-98.427
0.49723,-52,-98.486
0.7713,-51,-98.544
0.060362,-50,-98.601
0.26246,-49,-98.657
0.65107,-48,-98.712
0.1336,-47,-98.765
0.63855,-46,-98.817
0.38494,-45,-98.869
0.7657,-44,-98.919
0.65292,-43,-98.967
0.38149,-42,-99.015
0.30002,-41,-99.062
0.34014,-40,-99.107
0.91893,-39,-99.151
0.45627,-38,-99.195
0.4425,-37,-99.237
0.45419,-36,-99.277
0.94528,-35,-99.317
0.21912,-34,-99.356
0.8824,-33,-99.393
0.019875,-32,-99.429
0.34176,-31,-99.465
0.76603,-30,-99.499
0.3428,-29,-99.532
0.61881,-28,-99.563
0.45302,-27,-99.594
0.010163,-26,-99.624
0.59908,-25,-99.652
0.60157,-24,-99.679
0.64942,-23,-99.706
0.34272,-22,-99.731
0.4933,-21,-99.755
0.70177,-20,-99.778
0.8878,-19,-99.799
0.055058,-18,-99.82
0.098362,-17,-99.839
0.64978,-16,-99.858
0.76407,-15,-99.875
0.98796,-14,-99.891
0.12532,-13,-99.906
0.36448,-12,-99.92
0.67623,-11,-99.933
0.37576,-10,-99.944
0.86346,-9,-99.955
0.29198,-8,-99.964
0.13347,-7,-99.973
0.67265,-6,-99.98
0.20258,-5,-99.986
0.86852,-4,-99.991
0.75116,-3,-99.995
0.41938,-2,-99.998
0.00023107,-1,-99.999
0.14946,0,-100
0.99704,0,-100
0.0043926,1,-99.999
0.54261,2,-99.998
0.86135,3,-99.995
0.90914,4,-99.991
0.84535,5,-99.986
0.87887,6,-99.98
0.74618,7,-99.973
0.11749,8,-99.964
0.50902,9,-99.955
0.16883,10,-99.944
0.83111,11,-99.933
0.92801,12,-99.92
0.16948,13,-99.906
0.88374,14,-99.891
0.38786,15,-99.875
0.38257,16,-99.858
0.27145,17,-99.839
0.86788,18,-99.82
0.7415,19,-99.799
0.44787,20,-99.778
0.70964,21,-99.755
0.94433,22,-99.731
0.17412,23,-99.706
0.2446,24,-99.679
0.64093,25,-99.652
0.80861,26,-99.624
0.85337,27,-99.594
0.39812,28,-99.563
0.11549,29,-99.532
0.080281,30,-99.499
0.36047,31,-99.465
0.82891,32,-99.429
0.21461,33,-99.393
0.79104,34,-99.356
0.65469,35,-99.317
0.026146,36,-99.277
0.78578,37,-99.237
0.92256,38,-99.195
0.49231,39,-99.151
0.83401,40,-99.107
0.13135,41,-99.062
0.75978,42,-99.015
0.92574,43,-98.967
0.83271,44,-98.919
0.2594,45,-98.869
0.21302,46,-98.817
0.52231,47,-98.765
0.39736,48,-98.712
0.47911,49,-98.657
0.9939,50,-98.601
0.60448,51,-98.544
0.94491,52,-98.486
0.49044,53,-98.427
0.43795,54,-98.367
0.77266,55,-98.305
0.74407,56,-98.242
0.4429,57,-98.178
0.053,58,-98.113
0.087822,59,-98.047
0.79799,60,-97.98
0.65558,61,-97.911
0.032336,62,-97.841
0.55707,63,-97.77
0.7198,64,-97.698
0.11041,65,-97.625
0.21665,66,-97.55
0.81102,67,-97.474
0.13866,68,-97.397
0.8819,69,-97.319
0.92356,70,-97.24
0.012756,71,-97.159
0.37716,72,-97.077
0.16781,73,-96.994
0.54022,74,-96.91
0.10166,75,-96.825
0.039268,76,-96.738
0.93323,77,-96.65
0.97159,78,-96.561
0.36093,79,-96.47
0.64421,80,-96.379
0.067947,81,-96.286
0.20791,82,-96.192
0.039604,83,-96.097
0.46936,84,-96
0.1501,85,-95.902
0.99131,86,-95.803
0.42706,87,-95.703
0.95537,88,-95.601
0.72425,89,-95.498
0.58089,90,-95.394
0.54026,91,-95.288
0.70544,92,-95.182
0.0050289,93,-95.074
0.78252,94,-94.964
0.92686,95,-94.854
0.0082957,96,-94.742
0.82463,97,-94.629
0.76734,98,-94.514
0.99714,99,-94.398
0.22765,100,-94.281
0.91954,101,-94.162
0.642,102,-94.043
0.10532,103,-93.921
0.26816,104,-93.799
0.76384,105,-93.675
0.80551,106,-93.55
0.10425,107,-93.423
0.46976,108,-93.295
0.21906,109,-93.166
0.92271,110,-93.035
0.32032,111,-92.903
0.85754,112,-92.77
0.25985,113,-92.635
0.87806,114,-92.499
0.18827,115,-92.361
0.75919,116,-92.222
0.031689,117,-92.081
0.64234,118,-91.94
0.56687,119,-91.796
0.37641,120,-91.652
0.21255,121,-91.505
0.79216,122,-91.358
0.14544,123,-91.209
0.48914,124,-91.058
0.012846,125,-90.906
0.18661,126,-90.752
0.48523,127,-90.597
0.83823,128,-90.441
0.14106,129,-90.283
0.73222,130,-90.123
0.69107,131,-89.962
0.034493,132,-89.8
0.48886,133,-89.636
0.97139,134,-89.47
0.11245,135,-89.303
0.74321,136,-89.134
0.63854,137,-88.964
0.59418,138,-88.792
0.49862,139,-88.618
0.56785,140,-88.443
0.4265,141,-88.267
0.076239,142,-88.088
0.29059,143,-87.908
0.56134,144,-87.727
0.63333,145,-87.544
0.93078,146,-87.359
0.97777,147,-87.172
0.093597,148,-86.984
0.66173,149,-86.794
0.60277,150,-86.603
0.47382,151,-86.409
0.35626,152,-86.214
0.47558,153,-86.017
0.67102,154,-85.819
0.95965,155,-85.619
0.089084,156,-85.417
0.79774,157,-85.213
0.59078,158,-85.007
0.9122,159,-84.8
0.10113,160,-84.591
0.29329,161,-84.379
0.051588,162,-84.167
0.50413,163,-83.952
0.76838,164,-83.735
0.28299,165,-83.516
0.22536,166,-83.296
0.33129,167,-83.074
0.45325,168,-82.849
0.73738,169,-82.623
0.50989,170,-82.395
0.38251,171,-82.164
0.90548,172,-81.932
0.96526,173,-81.698
0.62827,174,-81.462
0.13203,175,-81.223
0.6183,176,-80.983
0.38302,177,-80.74
0.99119,178,-80.496
0.28683,179,-80.249
0.70619,180,-80
0.53521,181,-79.749
0.19321,182,-79.496
0.68944,183,-79.24
0.050455,184,-78.982
0.18443,185,-78.722
0.045658,186,-78.46
0.88504,187,-78.196
0.83979,188,-77.929
0.11816,189,-77.66
0.41041,190,-77.388
0.12023,191,-77.114
0.57209,192,-76.837
0.94939,193,-76.559
0.25639,194,-76.277
0.98987,195,-75.993
0.34981,196,-75.707
0.20852,197,-75.418
0.66583,198,-75.127
0.97334,199,-74.832
0.6227,200,-74.536
0.063538,201,-74.236
0.37351,202,-73.934
0.16625,203,-73.629
0.23128,204,-73.321
0.052209,205,-73.011
0.90176,206,-72.697
0.79329,207,-72.381
0.37301,208,-72.062
0.83205,209,-71.739
0.75383,210,-71.414
0.62186,211,-71.086
0.39409,212,-70.755
0.35928,213,-70.42
0.088852,214,-70.082
0.34168,215,-69.742
0.54867,216,-69.397
0.46055,217,-69.05
0.64545,218,-68.699
0.51352,219,-68.345
0.81443,220,-67.987
0.097183,221,-67.626
0.46371,222,-67.261
0.58982,223,-66.892
0.18717,224,-66.52
0.61133,225,-66.144
0.051942,226,-65.764
0.57573,227,-65.38
0.84234,228,-64.992
0.49973,229,-64.6
0.43902,230,-64.205
0.14906,231,-63.804
0.028279,232,-63.4
0.75667,233,-62.991
0.79611,234,-62.578
0.29356,235,-62.16
0.11521,236,-61.738
0.37509,237,-61.311
0.82889,238,-60.879
0.84178,239,-60.442
0.66524,240,-60
0.96014,241,-59.553
0.94312,242,-59.101
0.1127,243,-58.643
0.64829,244,-58.18
0.4808,245,-57.711
0.066521,246,-57.236
0.89777,247,-56.756
0.49723,248,-56.269
0.7713,249,-55.776
0.060362,250,-55.277
0.26246,251,-54.771
0.65107,252,-54.259
0.1336,253,-53.739
0.63855,254,-53.212
0.38494,255,-52.678
0.7657,256,-52.137
0.65292,257,-51.587
0.38149,258,-51.029
0.30002,259,-50.463
0.34014,260,-49.889
0.91893,261,-49.305
0.45627,262,-48.712
0.4425,263,-48.11
0.45419,264,-47.497
